Title,Summary,EventDate,DatePrecision,Category,Importance,SourceType,SourceKey,SourceUrl
"Queen at University Arena, Dayton, USA","Queen performed at University Arena in Dayton, USA.",1977-12-04,ExactDate,Concert,30,Curated,queenconcerts-342,https://www.queenconcerts.com/detail/live/342/queen-live-04-12-1977-university-arena-dayton-oh-usa.html
"Queen at Stadium, Chicago, USA","Queen performed at Stadium in Chicago, USA.",1977-12-05,ExactDate,Concert,30,Curated,queenconcerts-343,https://www.queenconcerts.com/detail/live/343/queen-live-05-12-1977-stadium-chicago-il-usa.html
"Queen at Omni, Atlanta, USA","Queen performed at Omni in Atlanta, USA.",1977-12-08,ExactDate,Concert,30,Curated,queenconcerts-344,https://www.queenconcerts.com/detail/live/344/queen-live-08-12-1977-omni-atlanta-ga-usa.html
"Queen at Convention Centre, Fort Worth, USA","Queen performed at Convention Centre in Fort Worth, USA.",1977-12-10,ExactDate,Concert,30,Curated,queenconcerts-345,https://www.queenconcerts.com/detail/live/345/queen-live-10-12-1977-convention-centre-fort-worth-tx-usa.html
"Queen at Aladdin Centre, Las Vegas, USA","Queen performed at Aladdin Centre in Las Vegas, USA.",1977-12-15,ExactDate,Concert,30,Curated,queenconcerts-347,https://www.queenconcerts.com/detail/live/347/queen-live-15-12-1977-aladdin-centre-las-vegas-nv-usa.html
"Queen at County Coliseum, Oakland, USA","Queen performed at County Coliseum in Oakland, USA.",1977-12-17,ExactDate,Concert,30,Curated,queenconcerts-349,https://www.queenconcerts.com/detail/live/349/queen-live-17-12-1977-county-coliseum-oakland-ca-usa.html
"Queen at Long Beach Arena, Long Beach, USA","Queen performed at Long Beach Arena in Long Beach, USA.",1977-12-20,ExactDate,Concert,30,Curated,queenconcerts-350,https://www.queenconcerts.com/detail/live/350/queen-live-20-12-1977-long-beach-arena-long-beach-ca-usa.html
"Queen at Long Beach Arena, Long Beach, USA","Queen performed at Long Beach Arena in Long Beach, USA.",1977-12-21,ExactDate,Concert,30,Curated,queenconcerts-351,https://www.queenconcerts.com/detail/live/351/queen-live-21-12-1977-long-beach-arena-long-beach-ca-usa.html
"Queen at Forum, Inglewood, USA","Queen performed at Forum in Inglewood, USA.",1977-12-22,ExactDate,Concert,30,Curated,queenconcerts-352,https://www.queenconcerts.com/detail/live/352/queen-live-22-12-1977-forum-inglewood-ca-usa.html
"Queen at Ice Stadium, Stockholm, Sweden","Queen performed at Ice Stadium in Stockholm, Sweden.",1978-04-12,ExactDate,Concert,30,Curated,queenconcerts-353,https://www.queenconcerts.com/detail/live/353/queen-live-12-04-1978-ice-stadium-stockholm-sweden.html
"Queen at Falkoner Theatre, Copenhagen, Denmark","Queen performed at Falkoner Theatre in Copenhagen, Denmark.",1978-04-13,ExactDate,Concert,30,Curated,queenconcerts-354,https://www.queenconcerts.com/detail/live/354/queen-live-13-04-1978-falkoner-theatre-copenhagen-denmark.html
"Queen at Ernst-Merck Halle, Hamburg, Germany","Queen performed at Ernst-Merck Halle in Hamburg, Germany.",1978-04-14,ExactDate,Concert,30,Curated,queenconcerts-355,https://www.queenconcerts.com/detail/live/355/queen-live-14-04-1978-ernst-merck-halle-hamburg-germany.html
"Queen at Forest National, Brussels, Belgium","Queen performed at Forest National in Brussels, Belgium.",1978-04-16,ExactDate,Concert,30,Curated,queenconcerts-356,https://www.queenconcerts.com/detail/live/356/queen-live-16-04-1978-forest-national-brussels-belgium.html
"Queen at Forest National, Brussels, Belgium","Queen performed at Forest National in Brussels, Belgium.",1978-04-17,ExactDate,Concert,30,Curated,queenconcerts-357,https://www.queenconcerts.com/detail/live/357/queen-live-17-04-1978-forest-national-brussels-belgium.html
"Queen at Ahoy Hall, Rotterdam, The Netherlands","Queen performed at Ahoy Hall in Rotterdam, The Netherlands.",1978-04-19,ExactDate,Concert,30,Curated,queenconcerts-358,https://www.queenconcerts.com/detail/live/358/queen-live-19-04-1978-ahoy-hall-rotterdam-the-netherlands.html
"Queen at Ahoy Hall, Rotterdam, The Netherlands","Queen performed at Ahoy Hall in Rotterdam, The Netherlands.",1978-04-20,ExactDate,Concert,30,Curated,queenconcerts-359,https://www.queenconcerts.com/detail/live/359/queen-live-20-04-1978-ahoy-hall-rotterdam-the-netherlands.html
"Queen at Forest National, Brussels, Belgium","Queen performed at Forest National in Brussels, Belgium.",1978-04-21,ExactDate,Concert,30,Curated,queenconcerts-360,https://www.queenconcerts.com/detail/live/360/queen-live-21-04-1978-forest-national-brussels-belgium.html
"Queen at Pavillon, Paris, France","Queen performed at Pavillon in Paris, France.",1978-04-23,ExactDate,Concert,30,Curated,queenconcerts-361,https://www.queenconcerts.com/detail/live/361/queen-live-23-04-1978-pavillon-paris-france.html
"Queen at Pavillon, Paris, France","Queen performed at Pavillon in Paris, France.",1978-04-24,ExactDate,Concert,30,Curated,queenconcerts-362,https://www.queenconcerts.com/detail/live/362/queen-live-24-04-1978-pavillon-paris-france.html
"Queen at Westfallenhalle, Dortmund, Germany","Queen performed at Westfallenhalle in Dortmund, Germany.",1978-04-26,ExactDate,Concert,30,Curated,queenconcerts-363,https://www.queenconcerts.com/detail/live/363/queen-live-26-04-1978-westfallenhalle-dortmund-germany.html
"Queen at Deutschlandhalle, Berlin, Germany","Queen performed at Deutschlandhalle in Berlin, Germany.",1978-04-28,ExactDate,Concert,30,Curated,queenconcerts-364,https://www.queenconcerts.com/detail/live/364/queen-live-28-04-1978-deutschlandhalle-berlin-germany.html
"Queen at Hallenstadion, Zurich, Switzerland","Queen performed at Hallenstadion in Zurich, Switzerland.",1978-04-30,ExactDate,Concert,30,Curated,queenconcerts-365,https://www.queenconcerts.com/detail/live/365/queen-live-30-04-1978-hallenstadion-zurich-switzerland.html
"Queen at Stadthalle, Vienna, Austria","Queen performed at Stadthalle in Vienna, Austria.",1978-05-02,ExactDate,Concert,30,Curated,queenconcerts-366,https://www.queenconcerts.com/detail/live/366/queen-live-02-05-1978-stadthalle-vienna-austria.html
"Queen at Olympiahalle, Munich, Germany","Queen performed at Olympiahalle in Munich, Germany.",1978-05-03,ExactDate,Concert,30,Curated,queenconcerts-367,https://www.queenconcerts.com/detail/live/367/queen-live-03-05-1978-olympiahalle-munich-germany.html
"Queen at New Bingley Hall, Stafford, UK","Queen performed at New Bingley Hall in Stafford, UK.",1978-05-07,ExactDate,Concert,30,Curated,queenconcerts-368,https://www.queenconcerts.com/detail/live/368/queen-live-07-05-1978-new-bingley-hall-stafford-uk.html
"Queen at Empire Pool, London, UK","Queen performed at Empire Pool in London, UK.",1978-05-11,ExactDate,Concert,30,Curated,queenconcerts-369,https://www.queenconcerts.com/detail/live/369/queen-live-11-05-1978-empire-pool-london-uk.html
"Queen at Empire Pool, London, UK","Queen performed at Empire Pool in London, UK.",1978-05-12,ExactDate,Concert,30,Curated,queenconcerts-370,https://www.queenconcerts.com/detail/live/370/queen-live-12-05-1978-empire-pool-london-uk.html
"Queen at Mid South Coliseum, Memphis, USA","Queen performed at Mid South Coliseum in Memphis, USA.",1978-10-29,ExactDate,Concert,30,Curated,queenconcerts-373,https://www.queenconcerts.com/detail/live/373/queen-live-29-10-1978-mid-south-coliseum-memphis-tn-usa.html
"Queen at Municipal Auditorium, New Orleans, USA","Queen performed at Municipal Auditorium in New Orleans, USA.",1978-10-31,ExactDate,Concert,30,Curated,queenconcerts-374,https://www.queenconcerts.com/detail/live/374/queen-live-31-10-1978-municipal-auditorium-new-orleans-la-usa.html
"Queen at Sportatorium, Miami, USA","Queen performed at Sportatorium in Miami, USA.",1978-11-03,ExactDate,Concert,30,Curated,queenconcerts-375,https://www.queenconcerts.com/detail/live/375/queen-live-03-11-1978-sportatorium-miami-fl-usa.html
"Queen at Civic Centre, Lakeland, USA","Queen performed at Civic Centre in Lakeland, USA.",1978-11-04,ExactDate,Concert,30,Curated,queenconcerts-376,https://www.queenconcerts.com/detail/live/376/queen-live-04-11-1978-civic-centre-lakeland-fl-usa.html
"Queen at Capital Centre, Landover, USA","Queen performed at Capital Centre in Landover, USA.",1978-11-06,ExactDate,Concert,30,Curated,queenconcerts-377,https://www.queenconcerts.com/detail/live/377/queen-live-06-11-1978-capital-centre-landover-md-usa.html
"Queen at Coliseum, New Haven, USA","Queen performed at Coliseum in New Haven, USA.",1978-11-07,ExactDate,Concert,30,Curated,queenconcerts-378,https://www.queenconcerts.com/detail/live/378/queen-live-07-11-1978-coliseum-new-haven-ct-usa.html
"Queen at Cobo Arena, Detroit, USA","Queen performed at Cobo Arena in Detroit, USA.",1978-11-09,ExactDate,Concert,30,Curated,queenconcerts-379,https://www.queenconcerts.com/detail/live/379/queen-live-09-11-1978-cobo-arena-detroit-mi-usa.html
"Queen at Cobo Arena, Detroit, USA","Queen performed at Cobo Arena in Detroit, USA.",1978-11-10,ExactDate,Concert,30,Curated,queenconcerts-380,https://www.queenconcerts.com/detail/live/380/queen-live-10-11-1978-cobo-arena-detroit-mi-usa.html
"Queen at Wings Stadium, Kalamazoo, USA","Queen performed at Wings Stadium in Kalamazoo, USA.",1978-11-11,ExactDate,Concert,30,Curated,queenconcerts-381,https://www.queenconcerts.com/detail/live/381/queen-live-11-11-1978-wings-stadium-kalamazoo-mi-usa.html
"Queen at Garden, Boston, USA","Queen performed at Garden in Boston, USA.",1978-11-13,ExactDate,Concert,30,Curated,queenconcerts-382,https://www.queenconcerts.com/detail/live/382/queen-live-13-11-1978-garden-boston-ma-usa.html
"Queen at Rhode Island Civic Centre, Providence, USA","Queen performed at Rhode Island Civic Centre in Providence, USA.",1978-11-14,ExactDate,Concert,30,Curated,queenconcerts-383,https://www.queenconcerts.com/detail/live/383/queen-live-14-11-1978-rhode-island-civic-centre-providence-ri-usa.html
"Queen at Madison Square Garden, New York, USA","Queen performed at Madison Square Garden in New York, USA.",1978-11-16,ExactDate,Concert,30,Curated,queenconcerts-384,https://www.queenconcerts.com/detail/live/384/queen-live-16-11-1978-madison-square-garden-new-york-ny-usa.html
"Queen at Madison Square Garden, New York, USA","Queen performed at Madison Square Garden in New York, USA.",1978-11-17,ExactDate,Concert,30,Curated,queenconcerts-385,https://www.queenconcerts.com/detail/live/385/queen-live-17-11-1978-madison-square-garden-new-york-ny-usa.html
"Queen at Nassau Coliseum, Uniondale,  Long Island, USA","Queen performed at Nassau Coliseum in Uniondale,  Long Island, USA.",1978-11-19,ExactDate,Concert,30,Curated,queenconcerts-386,https://www.queenconcerts.com/detail/live/386/queen-live-19-11-1978-nassau-coliseum-uniondale-long-island-ny-usa.html
"Queen at The Spectrum, Philadelphia, USA","Queen performed at The Spectrum in Philadelphia, USA.",1978-11-20,ExactDate,Concert,30,Curated,queenconcerts-387,https://www.queenconcerts.com/detail/live/387/queen-live-20-11-1978-the-spectrum-philadelphia-pa-usa.html
"Queen at Auditorium, Nashville, USA","Queen performed at Auditorium in Nashville, USA.",1978-11-22,ExactDate,Concert,30,Curated,queenconcerts-388,https://www.queenconcerts.com/detail/live/388/queen-live-22-11-1978-auditorium-nashville-tn-usa.html
"Queen at Checkerdome, St. Louis, USA","Queen performed at Checkerdome in St. Louis, USA.",1978-11-23,ExactDate,Concert,30,Curated,queenconcerts-389,https://www.queenconcerts.com/detail/live/389/queen-live-23-11-1978-checkerdome-st-louis-mo-usa.html
"Queen at Coliseum, Richfield, USA","Queen performed at Coliseum in Richfield, USA.",1978-11-25,ExactDate,Concert,30,Curated,queenconcerts-390,https://www.queenconcerts.com/detail/live/390/queen-live-25-11-1978-coliseum-richfield-oh-usa.html
"Queen at Riverfront Coliseum, Cincinnati, USA","Queen performed at Riverfront Coliseum in Cincinnati, USA.",1978-11-26,ExactDate,Concert,30,Curated,queenconcerts-391,https://www.queenconcerts.com/detail/live/391/queen-live-26-11-1978-riverfront-coliseum-cincinnati-oh-usa.html
"Queen at War Memorial Auditorium, Buffalo, USA","Queen performed at War Memorial Auditorium in Buffalo, USA.",1978-11-28,ExactDate,Concert,30,Curated,queenconcerts-392,https://www.queenconcerts.com/detail/live/392/queen-live-28-11-1978-war-memorial-auditorium-buffalo-ny-usa.html
"Queen at Civic Centre, Ottawa, Canada","Queen performed at Civic Centre in Ottawa, Canada.",1978-11-30,ExactDate,Concert,30,Curated,queenconcerts-393,https://www.queenconcerts.com/detail/live/393/queen-live-30-11-1978-civic-centre-ottawa-canada.html
"Queen at Forum, Montreal, Canada","Queen performed at Forum in Montreal, Canada.",1978-12-01,ExactDate,Concert,30,Curated,queenconcerts-394,https://www.queenconcerts.com/detail/live/394/queen-live-01-12-1978-forum-montreal-canada.html
"Queen at Maple Leaf Gardens, Toronto, Canada","Queen performed at Maple Leaf Gardens in Toronto, Canada.",1978-12-03,ExactDate,Concert,30,Curated,queenconcerts-395,https://www.queenconcerts.com/detail/live/395/queen-live-03-12-1978-maple-leaf-gardens-toronto-canada.html
"Queen at Maple Leaf Gardens, Toronto, Canada","Queen performed at Maple Leaf Gardens in Toronto, Canada.",1978-12-04,ExactDate,Concert,30,Curated,queenconcerts-396,https://www.queenconcerts.com/detail/live/396/queen-live-04-12-1978-maple-leaf-gardens-toronto-canada.html
"Queen at Dane County Coliseum, Madison, USA","Queen performed at Dane County Coliseum in Madison, USA.",1978-12-06,ExactDate,Concert,30,Curated,queenconcerts-397,https://www.queenconcerts.com/detail/live/397/queen-live-06-12-1978-dane-county-coliseum-madison-wi-usa.html
"Queen at Stadium, Chicago, USA","Queen performed at Stadium in Chicago, USA.",1978-12-07,ExactDate,Concert,30,Curated,queenconcerts-398,https://www.queenconcerts.com/detail/live/398/queen-live-07-12-1978-stadium-chicago-il-usa.html
"Queen at Kemper Arena, Kansas City, USA","Queen performed at Kemper Arena in Kansas City, USA.",1978-12-08,ExactDate,Concert,30,Curated,queenconcerts-399,https://www.queenconcerts.com/detail/live/399/queen-live-08-12-1978-kemper-arena-kansas-city-mo-usa.html
"Queen at Coliseum, Seattle, USA","Queen performed at Coliseum in Seattle, USA.",1978-12-12,ExactDate,Concert,30,Curated,queenconcerts-400,https://www.queenconcerts.com/detail/live/400/queen-live-12-12-1978-coliseum-seattle-wa-usa.html
"Queen at Coliseum, Portland, USA","Queen performed at Coliseum in Portland, USA.",1978-12-13,ExactDate,Concert,30,Curated,queenconcerts-401,https://www.queenconcerts.com/detail/live/401/queen-live-13-12-1978-coliseum-portland-or-usa.html
"Queen at PNE Coliseum, Vancouver, Canada","Queen performed at PNE Coliseum in Vancouver, Canada.",1978-12-14,ExactDate,Concert,30,Curated,queenconcerts-402,https://www.queenconcerts.com/detail/live/402/queen-live-14-12-1978-pne-coliseum-vancouver-canada.html
"Queen at Oakland Coliseum Arena, Oakland, USA","Queen performed at Oakland Coliseum Arena in Oakland, USA.",1978-12-16,ExactDate,Concert,30,Curated,queenconcerts-403,https://www.queenconcerts.com/detail/live/403/queen-live-16-12-1978-oakland-coliseum-arena-oakland-ca-usa.html
"Queen at Forum, Inglewood, USA","Queen performed at Forum in Inglewood, USA.",1978-12-18,ExactDate,Concert,30,Curated,queenconcerts-404,https://www.queenconcerts.com/detail/live/404/queen-live-18-12-1978-forum-inglewood-ca-usa.html
"Queen at Forum, Inglewood, USA","Queen performed at Forum in Inglewood, USA.",1978-12-19,ExactDate,Concert,30,Curated,queenconcerts-405,https://www.queenconcerts.com/detail/live/405/queen-live-19-12-1978-forum-inglewood-ca-usa.html
"Queen at Forum, Inglewood, USA","Queen performed at Forum in Inglewood, USA.",1978-12-20,ExactDate,Concert,30,Curated,queenconcerts-406,https://www.queenconcerts.com/detail/live/406/queen-live-20-12-1978-forum-inglewood-ca-usa.html
"Queen at Ernst-Merck Halle, Hamburg, Germany","Queen performed at Ernst-Merck Halle in Hamburg, Germany.",1979-01-17,ExactDate,Concert,30,Curated,queenconcerts-407,https://www.queenconcerts.com/detail/live/407/queen-live-17-01-1979-ernst-merck-halle-hamburg-germany.html
"Queen at Ostseehalle, Kiel, Germany","Queen performed at Ostseehalle in Kiel, Germany.",1979-01-18,ExactDate,Concert,30,Curated,queenconcerts-408,https://www.queenconcerts.com/detail/live/408/queen-live-18-01-1979-ostseehalle-kiel-germany.html
"Queen at Stadthalle, Bremen, Germany","Queen performed at Stadthalle in Bremen, Germany.",1979-01-20,ExactDate,Concert,30,Curated,queenconcerts-409,https://www.queenconcerts.com/detail/live/409/queen-live-20-01-1979-stadthalle-bremen-germany.html
"Queen at Westfallenhalle, Dortmund, Germany","Queen performed at Westfallenhalle in Dortmund, Germany.",1979-01-21,ExactDate,Concert,30,Curated,queenconcerts-410,https://www.queenconcerts.com/detail/live/410/queen-live-21-01-1979-westfallenhalle-dortmund-germany.html
"Queen at Messesportspalace, Hanover, Germany","Queen performed at Messesportspalace in Hanover, Germany.",1979-01-23,ExactDate,Concert,30,Curated,queenconcerts-411,https://www.queenconcerts.com/detail/live/411/queen-live-23-01-1979-messesportspalace-hanover-germany.html
"Queen at Deutschlandhalle, Berlin, Germany","Queen performed at Deutschlandhalle in Berlin, Germany.",1979-01-24,ExactDate,Concert,30,Curated,queenconcerts-412,https://www.queenconcerts.com/detail/live/412/queen-live-24-01-1979-deutschlandhalle-berlin-germany.html
"Queen at Forest National, Brussels, Belgium","Queen performed at Forest National in Brussels, Belgium.",1979-01-27,ExactDate,Concert,30,Curated,queenconcerts-414,https://www.queenconcerts.com/detail/live/414/queen-live-27-01-1979-forest-national-brussels-belgium.html
"Queen at Ahoy Hall, Rotterdam, The Netherlands","Queen performed at Ahoy Hall in Rotterdam, The Netherlands.",1979-01-29,ExactDate,Concert,30,Curated,queenconcerts-415,https://www.queenconcerts.com/detail/live/415/queen-live-29-01-1979-ahoy-hall-rotterdam-the-netherlands.html
"Queen at Ahoy Hall, Rotterdam, The Netherlands","Queen performed at Ahoy Hall in Rotterdam, The Netherlands.",1979-01-30,ExactDate,Concert,30,Curated,queenconcerts-416,https://www.queenconcerts.com/detail/live/416/queen-live-30-01-1979-ahoy-hall-rotterdam-the-netherlands.html
"Queen at Festhalle, Frankfurt, Germany","Queen performed at Festhalle in Frankfurt, Germany.",1979-02-02,ExactDate,Concert,30,Curated,queenconcerts-418,https://www.queenconcerts.com/detail/live/418/queen-live-02-02-1979-festhalle-frankfurt-germany.html
"Queen at Hallenstadium, Zurich, Switzerland","Queen performed at Hallenstadium in Zurich, Switzerland.",1979-02-04,ExactDate,Concert,30,Curated,queenconcerts-419,https://www.queenconcerts.com/detail/live/419/queen-live-04-02-1979-hallenstadium-zurich-switzerland.html
"Queen at Dom Sportova, Zagreb, Yugoslavia","Queen performed at Dom Sportova in Zagreb, Yugoslavia.",1979-02-06,ExactDate,Concert,30,Curated,queenconcerts-420,https://www.queenconcerts.com/detail/live/420/queen-live-06-02-1979-dom-sportova-zagreb-yugoslavia.html
"Queen at Tivoli Halle, Ljubljana, Yugoslavia","Queen performed at Tivoli Halle in Ljubljana, Yugoslavia.",1979-02-07,ExactDate,Concert,30,Curated,queenconcerts-421,https://www.queenconcerts.com/detail/live/421/queen-live-07-02-1979-tivoli-halle-ljubljana-yugoslavia.html
"Queen at Rudi Sedlmayer Halle, Munich, Germany","Queen performed at Rudi Sedlmayer Halle in Munich, Germany.",1979-02-10,ExactDate,Concert,30,Curated,queenconcerts-422,https://www.queenconcerts.com/detail/live/422/queen-live-10-02-1979-rudi-sedlmayer-halle-munich-germany.html
"Queen at Rudi Sedlmayer Halle, Munich, Germany","Queen performed at Rudi Sedlmayer Halle in Munich, Germany.",1979-02-11,ExactDate,Concert,30,Curated,queenconcerts-423,https://www.queenconcerts.com/detail/live/423/queen-live-11-02-1979-rudi-sedlmayer-halle-munich-germany.html
"Queen at Sporthalle, Boblingen, Germany","Queen performed at Sporthalle in Boblingen, Germany.",1979-02-13,ExactDate,Concert,30,Curated,queenconcerts-424,https://www.queenconcerts.com/detail/live/424/queen-live-13-02-1979-sporthalle-boblingen-germany.html
"Queen at Saarlandhalle, Saarbrucken, Germany","Queen performed at Saarlandhalle in Saarbrucken, Germany.",1979-02-15,ExactDate,Concert,30,Curated,queenconcerts-425,https://www.queenconcerts.com/detail/live/425/queen-live-15-02-1979-saarlandhalle-saarbrucken-germany.html
"Queen at Palais Des Sports, Lyon, France","Queen performed at Palais Des Sports in Lyon, France.",1979-02-17,ExactDate,Concert,30,Curated,queenconcerts-426,https://www.queenconcerts.com/detail/live/426/queen-live-17-02-1979-palais-des-sports-lyon-france.html
"Queen at Palacio De Deportes, Barcelona, Spain","Queen performed at Palacio De Deportes in Barcelona, Spain.",1979-02-19,ExactDate,Concert,30,Curated,queenconcerts-427,https://www.queenconcerts.com/detail/live/427/queen-live-19-02-1979-palacio-de-deportes-barcelona-spain.html
"Queen at Palacio De Deportes, Barcelona, Spain","Queen performed at Palacio De Deportes in Barcelona, Spain.",1979-02-20,ExactDate,Concert,30,Curated,queenconcerts-428,https://www.queenconcerts.com/detail/live/428/queen-live-20-02-1979-palacio-de-deportes-barcelona-spain.html
"Queen at Pabellon De Real Madrid, Madrid, Spain","Queen performed at Pabellon De Real Madrid in Madrid, Spain.",1979-02-22,ExactDate,Concert,30,Curated,queenconcerts-429,https://www.queenconcerts.com/detail/live/429/queen-live-22-02-1979-pabellon-de-real-madrid-madrid-spain.html
"Queen at Pabellon De Real Madrid, Madrid, Spain","Queen performed at Pabellon De Real Madrid in Madrid, Spain.",1979-02-23,ExactDate,Concert,30,Curated,queenconcerts-430,https://www.queenconcerts.com/detail/live/430/queen-live-23-02-1979-pabellon-de-real-madrid-madrid-spain.html
"Queen at Les Arenes, Poitiers, France","Queen performed at Les Arenes in Poitiers, France.",1979-02-25,ExactDate,Concert,30,Curated,queenconcerts-431,https://www.queenconcerts.com/detail/live/431/queen-live-25-02-1979-les-arenes-poitiers-france.html
"Queen at Pavillon De Paris, Paris, France","Queen performed at Pavillon De Paris in Paris, France.",1979-02-27,ExactDate,Concert,30,Curated,queenconcerts-432,https://www.queenconcerts.com/detail/live/432/queen-live-27-02-1979-pavillon-de-paris-paris-france.html
"Queen at Pavillon De Paris, Paris, France","Queen performed at Pavillon De Paris in Paris, France.",1979-02-28,ExactDate,Concert,30,Curated,queenconcerts-433,https://www.queenconcerts.com/detail/live/433/queen-live-28-02-1979-pavillon-de-paris-paris-france.html
"Queen at Pavillon De Paris, Paris, France","Queen performed at Pavillon De Paris in Paris, France.",1979-03-01,ExactDate,Concert,30,Curated,queenconcerts-434,https://www.queenconcerts.com/detail/live/434/queen-live-01-03-1979-pavillon-de-paris-paris-france.html
"Queen at Nippon Budokan, Tokyo, Japan","Queen performed at Nippon Budokan in Tokyo, Japan.",1979-04-13,ExactDate,Concert,30,Curated,queenconcerts-435,https://www.queenconcerts.com/detail/live/435/queen-live-13-04-1979-nippon-budokan-tokyo-japan.html
"Queen at Nippon Budokan, Tokyo, Japan","Queen performed at Nippon Budokan in Tokyo, Japan.",1979-04-14,ExactDate,Concert,30,Curated,queenconcerts-436,https://www.queenconcerts.com/detail/live/436/queen-live-14-04-1979-nippon-budokan-tokyo-japan.html
"Queen at Festival Hall, Osaka, Japan","Queen performed at Festival Hall in Osaka, Japan.",1979-04-19,ExactDate,Concert,30,Curated,queenconcerts-437,https://www.queenconcerts.com/detail/live/437/queen-live-19-04-1979-festival-hall-osaka-japan.html
"Queen at Festival Hall, Osaka, Japan","Queen performed at Festival Hall in Osaka, Japan.",1979-04-20,ExactDate,Concert,30,Curated,queenconcerts-438,https://www.queenconcerts.com/detail/live/438/queen-live-20-04-1979-festival-hall-osaka-japan.html
"Queen at Practica Ethics Commemor. Hall, Kanazawa, Japan","Queen performed at Practica Ethics Commemor. Hall in Kanazawa, Japan.",1979-04-21,ExactDate,Concert,30,Curated,queenconcerts-439,https://www.queenconcerts.com/detail/live/439/queen-live-21-04-1979-practica-ethics-commemor-hall-kanazawa-japan.html
"Queen at Nippon Budokan, Tokyo, Japan","Queen performed at Nippon Budokan in Tokyo, Japan.",1979-04-23,ExactDate,Concert,30,Curated,queenconcerts-440,https://www.queenconcerts.com/detail/live/440/queen-live-23-04-1979-nippon-budokan-tokyo-japan.html
"Queen at Nippon Budokan, Tokyo, Japan","Queen performed at Nippon Budokan in Tokyo, Japan.",1979-04-24,ExactDate,Concert,30,Curated,queenconcerts-441,https://www.queenconcerts.com/detail/live/441/queen-live-24-04-1979-nippon-budokan-tokyo-japan.html
"Queen at Nippon Budokan, Tokyo, Japan","Queen performed at Nippon Budokan in Tokyo, Japan.",1979-04-25,ExactDate,Concert,30,Curated,queenconcerts-442,https://www.queenconcerts.com/detail/live/442/queen-live-25-04-1979-nippon-budokan-tokyo-japan.html
"Queen at Central International Display, Kobe, Japan","Queen performed at Central International Display in Kobe, Japan.",1979-04-27,ExactDate,Concert,30,Curated,queenconcerts-443,https://www.queenconcerts.com/detail/live/443/queen-live-27-04-1979-central-international-display-kobe-japan.html
"Queen at International Display, Nagoya, Japan","Queen performed at International Display in Nagoya, Japan.",1979-04-28,ExactDate,Concert,30,Curated,queenconcerts-444,https://www.queenconcerts.com/detail/live/444/queen-live-28-04-1979-international-display-nagoya-japan.html
"Queen at Kyuden Kinen Taikukan, Fukuoka, Japan","Queen performed at Kyuden Kinen Taikukan in Fukuoka, Japan.",1979-04-30,ExactDate,Concert,30,Curated,queenconcerts-445,https://www.queenconcerts.com/detail/live/445/queen-live-30-04-1979-kyuden-kinen-taikukan-fukuoka-japan.html
"Queen at Kyuden Kinen Taikukan, Fukuoka, Japan","Queen performed at Kyuden Kinen Taikukan in Fukuoka, Japan.",1979-05-01,ExactDate,Concert,30,Curated,queenconcerts-446,https://www.queenconcerts.com/detail/live/446/queen-live-01-05-1979-kyuden-kinen-taikukan-fukuoka-japan.html
"Queen at Prefectural Athletic Association, Yamaguchi, Japan","Queen performed at Prefectural Athletic Association in Yamaguchi, Japan.",1979-05-02,ExactDate,Concert,30,Curated,queenconcerts-447,https://www.queenconcerts.com/detail/live/447/queen-live-02-05-1979-prefectural-athletic-association-yamaguchi-japan.html
"Queen at Makomani Ice Arena, Sapporo, Japan","Queen performed at Makomani Ice Arena in Sapporo, Japan.",1979-05-05,ExactDate,Concert,30,Curated,queenconcerts-448,https://www.queenconcerts.com/detail/live/448/queen-live-05-05-1979-makomani-ice-arena-sapporo-japan.html
"Queen at Makomani Ice Arena, Sapporo, Japan","Queen performed at Makomani Ice Arena in Sapporo, Japan.",1979-05-06,ExactDate,Concert,30,Curated,queenconcerts-449,https://www.queenconcerts.com/detail/live/449/queen-live-06-05-1979-makomani-ice-arena-sapporo-japan.html
"Queen at Ludwigsparkstadion, Saarbrucken, Germany","Queen performed at Ludwigsparkstadion in Saarbrucken, Germany.",1979-08-18,ExactDate,Concert,30,Curated,queenconcerts-450,https://www.queenconcerts.com/detail/live/450/queen-live-18-08-1979-ludwigsparkstadion-saarbrucken-germany.html
"Queen at RDS Simmons Hall, Dublin, Ireland","Queen performed at RDS Simmons Hall in Dublin, Ireland.",1979-11-22,ExactDate,Concert,30,Curated,queenconcerts-451,https://www.queenconcerts.com/detail/live/451/queen-live-22-11-1979-rds-simmons-hall-dublin-ireland.html
"Queen at Apollo Theatre, Manchester, UK","Queen performed at Apollo Theatre in Manchester, UK.",1979-11-26,ExactDate,Concert,30,Curated,queenconcerts-453,https://www.queenconcerts.com/detail/live/453/queen-live-26-11-1979-apollo-theatre-manchester-uk.html
"Queen at Apollo Theatre, Manchester, UK","Queen performed at Apollo Theatre in Manchester, UK.",1979-11-27,ExactDate,Concert,30,Curated,queenconcerts-454,https://www.queenconcerts.com/detail/live/454/queen-live-27-11-1979-apollo-theatre-manchester-uk.html
"Queen at Apollo Theatre, Glasgow, UK","Queen performed at Apollo Theatre in Glasgow, UK.",1979-11-30,ExactDate,Concert,30,Curated,queenconcerts-455,https://www.queenconcerts.com/detail/live/455/queen-live-30-11-1979-apollo-theatre-glasgow-uk.html
